i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
7292-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7293-001,2014-15,Mainland Other Urban,0,0,1,1,0,2,2,0,0,0,0,1,1,0,2.079441542
7294-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7295-001,2014-15,Mainland Other Urban,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
7296-001,2014-15,Mainland Other Urban,0,1,1,0,0,3,0,1,1,0,0,1,0,0,2.079441542
7308-001,2014-15,Zanzibar,0,0,2,0,0,2,0,1,0,0,1,1,0,0,1.945910149
7309-001,2014-15,Zanzibar,2,0,0,1,0,2,2,1,0,0,0,1,1,0,2.302585093
7310-001,2014-15,Zanzibar,1,0,1,1,0,1,0,0,3,3,0,1,1,0,2.48490665
7311-001,2014-15,Zanzibar,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1.945910149
7312-001,2014-15,Zanzibar,1,0,0,1,1,0,0,0,2,1,0,1,0,0,1.945910149
7313-001,2014-15,Zanzibar,0,0,0,0,0,2,0,1,2,2,0,0,0,2,2.197224577
7314-001,2014-15,Zanzibar,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1.945910149
7315-001,2014-15,Zanzibar,0,1,0,2,0,0,1,1,1,3,0,1,1,0,2.397895273
7327-001,2014-15,Zanzibar,0,0,1,0,0,3,1,0,0,0,1,1,0,0,1.945910149
7329-001,2014-15,Zanzibar,2,0,1,0,0,0,0,0,1,1,0,0,1,0,1.791759469
7331-001,2014-15,Zanzibar,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1.945910149
7332-001,2014-15,Zanzibar,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1.945910149
7333-001,2014-15,Zanzibar,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1.386294361
7335-001,2014-15,Zanzibar,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1.945910149
7336-001,2014-15,Zanzibar,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.386294361
7338-001,2014-15,Zanzibar,0,1,2,1,0,1,0,1,0,1,1,1,0,0,2.197224577
7346-001,2014-15,Zanzibar,1,3,1,1,0,0,1,1,1,0,1,1,0,0,2.397895273
7347-001,2014-15,Zanzibar,1,0,1,0,1,0,0,0,0,1,2,1,0,0,1.945910149
7348-001,2014-15,Zanzibar,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1.386294361
7351-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7352-001,2014-15,Zanzibar,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1.609437912
7353-001,2014-15,Zanzibar,0,1,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912
7356-001,2014-15,Zanzibar,0,0,0,0,0,2,0,0,0,2,0,1,1,0,1.791759469
7357-001,2014-15,Zanzibar,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1.609437912
7365-001,2014-15,Zanzibar,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361
7366-001,2014-15,Zanzibar,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.098612289
7367-001,2014-15,Zanzibar,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1.609437912
7368-001,2014-15,Zanzibar,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1.945910149
7369-001,2014-15,Zanzibar,1,1,0,2,0,1,0,0,1,0,0,1,0,0,1.945910149
7370-001,2014-15,Zanzibar,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1.609437912
7371-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7372-001,2014-15,Zanzibar,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
7384-001,2014-15,Zanzibar,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
7386-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7387-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
7389-001,2014-15,Zanzibar,1,1,1,0,1,0,0,1,1,0,1,1,0,0,2.079441542
7390-001,2014-15,Zanzibar,0,1,1,0,1,1,0,0,1,1,1,1,0,0,2.079441542
7391-001,2014-15,Zanzibar,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1.386294361
7394-001,2014-15,Zanzibar,0,0,0,0,0,0,1,2,2,0,0,0,0,1,1.791759469
7395-001,2014-15,Zanzibar,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1.791759469
7403-001,2014-15,Zanzibar,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1.386294361
7404-001,2014-15,Zanzibar,0,1,0,0,1,1,2,2,0,1,1,1,0,1,2.397895273
7405-001,2014-15,Zanzibar,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1.791759469
7406-001,2014-15,Zanzibar,0,1,1,0,1,2,1,0,1,0,1,1,0,0,2.197224577
7408-001,2014-15,Zanzibar,1,1,1,1,0,0,3,1,0,0,1,1,0,0,2.302585093
7409-001,2014-15,Zanzibar,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1.945910149
7410-001,2014-15,Zanzibar,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1.791759469
7411-001,2014-15,Zanzibar,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.098612289
7422-001,2014-15,Zanzibar,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
7423-001,2014-15,Zanzibar,0,0,2,1,0,1,0,1,0,0,1,1,1,1,2.197224577
7424-001,2014-15,Zanzibar,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.098612289
7425-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7426-001,2014-15,Zanzibar,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1.609437912
7427-001,2014-15,Zanzibar,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469
7428-001,2014-15,Zanzibar,2,0,0,1,1,1,0,0,2,0,0,1,0,0,2.079441542
7429-001,2014-15,Zanzibar,0,1,2,0,0,0,1,0,0,1,1,0,0,0,1.791759469
7441-001,2014-15,Zanzibar,0,0,0,0,1,1,0,1,3,2,0,1,1,0,2.302585093
7442-001,2014-15,Zanzibar,0,0,0,0,0,1,2,0,1,2,0,1,1,0,2.079441542
7443-001,2014-15,Zanzibar,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.386294361
7444-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7447-001,2014-15,Zanzibar,0,0,1,3,1,2,2,0,0,0,2,0,0,1,2.48490665
7448-001,2014-15,Zanzibar,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1.609437912
7450-001,2014-15,Zanzibar,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1.386294361
7451-001,2014-15,Zanzibar,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1.945910149
7460-001,2014-15,Zanzibar,0,1,0,0,0,2,0,1,2,1,0,1,1,0,2.197224577
7461-001,2014-15,Zanzibar,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.609437912
7463-001,2014-15,Zanzibar,0,1,0,1,0,1,0,0,2,0,1,1,0,0,1.945910149
7465-001,2014-15,Zanzibar,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.386294361
7466-001,2014-15,Zanzibar,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1.791759469
7467-001,2014-15,Zanzibar,0,1,0,0,1,1,2,1,0,0,0,1,0,0,1.945910149
7468-001,2014-15,Zanzibar,1,0,0,0,1,0,0,1,2,0,1,1,1,0,2.079441542
7469-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7479-001,2014-15,Zanzibar,0,1,1,1,1,1,2,1,0,0,1,1,0,0,2.302585093
7480-001,2014-15,Zanzibar,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469
7482-001,2014-15,Zanzibar,0,1,0,0,0,1,0,0,3,1,0,1,1,0,2.079441542
7483-001,2014-15,Zanzibar,0,2,1,1,1,0,0,0,0,2,1,0,0,0,2.079441542
7484-001,2014-15,Zanzibar,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469
7485-001,2014-15,Zanzibar,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1.609437912
7486-001,2014-15,Zanzibar,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
7487-001,2014-15,Zanzibar,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1.945910149
7498-001,2014-15,Zanzibar,0,0,3,0,1,0,1,1,0,0,1,1,0,0,2.079441542
7499-001,2014-15,Zanzibar,1,0,2,0,2,0,0,0,0,0,1,1,0,0,1.945910149
7500-001,2014-15,Zanzibar,0,1,1,1,0,0,0,0,0,2,1,0,0,0,1.791759469
7501-001,2014-15,Zanzibar,0,0,0,0,0,2,1,1,0,0,1,1,0,0,1.791759469
7502-001,2014-15,Zanzibar,0,0,0,0,1,0,0,0,2,2,1,0,0,1,1.945910149
7503-001,2014-15,Zanzibar,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
7504-001,2014-15,Zanzibar,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
7505-001,2014-15,Zanzibar,2,0,1,1,0,0,0,1,0,0,1,1,0,0,1.945910149
7517-001,2014-15,Zanzibar,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
7518-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1.609437912
7519-001,2014-15,Zanzibar,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1.609437912
7520-001,2014-15,Zanzibar,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
7521-001,2014-15,Zanzibar,0,1,0,0,1,0,0,2,2,0,1,1,0,0,2.079441542
7522-001,2014-15,Zanzibar,0,0,0,0,1,1,1,0,1,3,0,1,1,0,2.197224577
7523-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1.386294361
7524-001,2014-15,Zanzibar,0,1,0,0,1,0,1,0,4,2,0,1,1,0,2.397895273
7536-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
7539-001,2014-15,Zanzibar,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.609437912
7540-001,2014-15,Zanzibar,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1.945910149
7541-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361
7542-001,2014-15,Zanzibar,0,1,1,1,0,2,0,0,1,0,1,1,0,0,2.079441542
7543-001,2014-15,Zanzibar,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1.609437912
7545-001,2014-15,Zanzibar,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1.609437912
7547-001,2014-15,Zanzibar,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1.945910149
7555-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7557-001,2014-15,Zanzibar,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7558-001,2014-15,Zanzibar,0,1,2,0,2,0,0,1,1,0,1,1,0,0,2.197224577
7559-001,2014-15,Zanzibar,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.386294361
7560-001,2014-15,Zanzibar,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1.609437912
7561-001,2014-15,Zanzibar,1,0,0,1,0,0,2,1,0,1,0,1,0,1,2.079441542
7562-001,2014-15,Zanzibar,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7568-001,2014-15,Zanzibar,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1.609437912
7574-001,2014-15,Zanzibar,0,0,0,1,0,0,2,0,1,1,0,1,1,0,1.945910149
7575-001,2014-15,Zanzibar,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1.609437912
7576-001,2014-15,Zanzibar,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
7577-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
7578-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289
7579-001,2014-15,Zanzibar,1,0,1,0,2,0,0,0,0,1,1,0,1,1,2.079441542
7580-001,2014-15,Zanzibar,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.098612289
7581-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7593-001,2014-15,Zanzibar,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1.791759469
7594-001,2014-15,Zanzibar,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7595-001,2014-15,Zanzibar,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1.609437912
7596-001,2014-15,Zanzibar,0,0,1,0,1,0,1,0,2,0,0,1,1,0,1.945910149
7597-001,2014-15,Zanzibar,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1.945910149
7598-001,2014-15,Zanzibar,1,1,1,0,0,0,1,0,0,0,0,2,1,0,1.945910149
7599-001,2014-15,Zanzibar,2,0,0,2,0,0,0,0,0,0,1,1,1,1,2.079441542
7600-001,2014-15,Zanzibar,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
7612-001,2014-15,Zanzibar,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1.945910149
7613-001,2014-15,Zanzibar,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7614-001,2014-15,Zanzibar,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
7615-001,2014-15,Zanzibar,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7616-001,2014-15,Zanzibar,1,0,0,0,0,0,2,0,1,0,0,1,1,0,1.791759469
7618-001,2014-15,Zanzibar,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.098612289
7621-001,2014-15,Zanzibar,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.609437912
7623-001,2014-15,Zanzibar,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1.791759469
7631-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1.386294361
7632-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7633-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7634-001,2014-15,Mainland Rural,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806
7635-001,2014-15,Mainland Rural,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6931471806
7636-001,2014-15,Mainland Rural,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
7637-001,2014-15,Mainland Rural,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361
7638-001,2014-15,Mainland Rural,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1.386294361
7650-001,2014-15,Mainland Rural,1,0,2,0,0,1,0,0,0,1,1,0,0,0,1.791759469
7651-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7652-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7653-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1.609437912
7654-001,2014-15,Mainland Rural,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1.386294361
7655-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7656-001,2014-15,Mainland Rural,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1.791759469
7657-001,2014-15,Mainland Rural,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1.609437912
7669-001,2014-15,Mainland Other Urban,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7670-001,2014-15,Mainland Other Urban,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
7671-001,2014-15,Mainland Other Urban,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1.386294361
7672-001,2014-15,Mainland Other Urban,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1.609437912
7673-001,2014-15,Mainland Other Urban,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471806
7674-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7675-001,2014-15,Mainland Other Urban,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
7676-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
7688-001,2014-15,Mainland Rural,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1.791759469
7689-001,2014-15,Mainland Rural,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1.609437912
7690-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7691-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7692-001,2014-15,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.386294361
7693-001,2014-15,Mainland Rural,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
7694-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
7695-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7707-001,2014-15,Mainland Other Urban,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7708-001,2014-15,Mainland Other Urban,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806
7709-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1.386294361
7710-001,2014-15,Mainland Other Urban,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7711-001,2014-15,Mainland Other Urban,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.386294361
7712-001,2014-15,Mainland Other Urban,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1.609437912
7713-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806
7714-001,2014-15,Mainland Other Urban,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
7726-001,2014-15,Mainland Rural,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469
7727-001,2014-15,Mainland Rural,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1.609437912
7728-001,2014-15,Mainland Rural,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361
7729-001,2014-15,Mainland Rural,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
7730-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7731-001,2014-15,Mainland Rural,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
7732-001,2014-15,Mainland Rural,0,1,0,1,1,0,0,2,0,1,1,1,0,1,2.197224577
7733-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361
7745-001,2014-15,Mainland Other Urban,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
7746-001,2014-15,Mainland Other Urban,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
7747-001,2014-15,Mainland Other Urban,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1.791759469
7748-001,2014-15,Mainland Other Urban,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1.386294361
7749-001,2014-15,Mainland Other Urban,0,0,0,2,0,0,1,0,0,2,0,1,0,0,1.791759469
7750-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7751-001,2014-15,Mainland Other Urban,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.098612289
7752-001,2014-15,Mainland Other Urban,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1.386294361
7764-001,2014-15,Mainland Rural,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
7765-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7766-001,2014-15,Mainland Rural,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
7767-001,2014-15,Mainland Rural,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
7768-001,2014-15,Mainland Rural,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1.386294361
7770-001,2014-15,Mainland Rural,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1.386294361
7771-001,2014-15,Mainland Rural,0,1,1,0,1,1,2,0,0,0,0,1,0,0,1.945910149
7772-001,2014-15,Mainland Rural,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
7783-001,2014-15,Mainland Rural,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6931471806
7784-001,2014-15,Mainland Rural,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1.609437912
7785-001,2014-15,Mainland Rural,0,0,0,1,1,1,2,1,1,0,1,1,0,0,2.197224577
7786-001,2014-15,Mainland Rural,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1.386294361
7787-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7788-001,2014-15,Mainland Rural,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1.609437912
7789-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7790-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7802-001,2014-15,Mainland Rural,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1.609437912
7804-001,2014-15,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
7805-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7806-001,2014-15,Mainland Rural,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1.609437912
7807-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7808-001,2014-15,Mainland Rural,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7809-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7811-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7821-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
7822-001,2014-15,Mainland Rural,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.098612289
7823-001,2014-15,Mainland Rural,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289
7824-001,2014-15,Mainland Rural,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.098612289
7825-001,2014-15,Mainland Rural,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1.609437912
7826-001,2014-15,Mainland Rural,0,0,0,0,3,0,1,0,1,0,1,1,0,1,2.079441542
7827-001,2014-15,Mainland Rural,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1.945910149
7828-001,2014-15,Mainland Rural,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1.386294361
7840-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1.386294361
7841-001,2014-15,Mainland Rural,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
7842-001,2014-15,Mainland Rural,0,1,0,1,0,2,0,0,0,0,1,1,0,0,1.791759469
7843-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7844-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7845-001,2014-15,Mainland Rural,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
7846-001,2014-15,Mainland Rural,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1.386294361
7847-001,2014-15,Mainland Rural,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1.791759469
7859-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7860-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1.386294361
7861-001,2014-15,Mainland Rural,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1.386294361
7862-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7863-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7864-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7865-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.098612289
7866-001,2014-15,Mainland Rural,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1.791759469
7878-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
7879-001,2014-15,Mainland Other Urban,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6931471806
7880-001,2014-15,Mainland Other Urban,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
7881-001,2014-15,Mainland Other Urban,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1.386294361
7882-001,2014-15,Mainland Other Urban,0,0,1,0,0,2,0,2,0,3,1,1,0,0,2.302585093
7884-001,2014-15,Mainland Other Urban,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1.791759469
7885-001,2014-15,Mainland Other Urban,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
7887-001,2014-15,Mainland Other Urban,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
7897-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1.386294361
7898-001,2014-15,Mainland Rural,1,0,0,0,2,1,0,0,0,0,1,1,0,0,1.791759469
7899-001,2014-15,Mainland Rural,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
7900-001,2014-15,Mainland Rural,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1.791759469
7901-001,2014-15,Mainland Rural,1,0,0,2,1,1,0,0,0,0,1,1,0,0,1.945910149
7902-001,2014-15,Mainland Rural,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1.791759469
7903-001,2014-15,Mainland Rural,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.791759469
7904-001,2014-15,Mainland Rural,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1.386294361
7916-001,2014-15,Mainland Rural,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
7917-001,2014-15,Mainland Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.098612289
7918-001,2014-15,Mainland Rural,1,2,0,1,0,0,0,0,1,1,0,0,1,0,1.945910149
7919-001,2014-15,Mainland Rural,1,2,1,1,1,1,1,1,0,0,1,1,0,0,2.397895273
7920-001,2014-15,Mainland Rural,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.098612289
7921-001,2014-15,Mainland Rural,0,0,0,1,0,2,1,0,1,1,0,1,1,0,2.079441542
7922-001,2014-15,Mainland Rural,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912
