i,t,m,j,Expenditure
1733-001-01,2020-21,Dar Es Salaam,Salt,125
1733-001-01,2020-21,Dar Es Salaam,Soft drinks,1000
1733-001-01,2020-21,Dar Es Salaam,Sugar,2800
1733-001-01,2020-21,Dar Es Salaam,Sweets,200
1733-001-01,2020-21,Dar Es Salaam,Tea (dry),833.3333333
1733-001-01,2020-21,Dar Es Salaam,Vegetables (fresh),4385.714286
1733-001-01,2020-21,Dar Es Salaam,Wheat Flour,1300
1744-001-01,2020-21,Dar Es Salaam,Beef,3583.333333
1744-001-01,2020-21,Dar Es Salaam,Bread,3000
1744-001-01,2020-21,Dar Es Salaam,Cassava Fresh,3565.217391
1744-001-01,2020-21,Dar Es Salaam,Chicken,17600
1744-001-01,2020-21,Dar Es Salaam,Coconuts,3937.5
1744-001-01,2020-21,Dar Es Salaam,Cooking Oil,2250
1744-001-01,2020-21,Dar Es Salaam,Leafy Greens,1400
1744-001-01,2020-21,Dar Es Salaam,Maize (flour),7700
1744-001-01,2020-21,Dar Es Salaam,Other Fruits,1856.589147
1744-001-01,2020-21,Dar Es Salaam,Plantains,4038.461538
1744-001-01,2020-21,Dar Es Salaam,Pulses,2800
1744-001-01,2020-21,Dar Es Salaam,Rice (husked),10653.78788
1744-001-01,2020-21,Dar Es Salaam,Salt,100
1744-001-01,2020-21,Dar Es Salaam,Soft drinks,2000
1744-001-01,2020-21,Dar Es Salaam,Sugar,1400
1744-001-01,2020-21,Dar Es Salaam,Sweet Potatoes,2037.509976
1744-001-01,2020-21,Dar Es Salaam,Tea (dry),350
1744-001-01,2020-21,Dar Es Salaam,Vegetables (fresh),6785.714286
1766-001-01,2020-21,Dar Es Salaam,Coconuts,9100
1766-001-01,2020-21,Dar Es Salaam,Cooking Oil,13500
1766-001-01,2020-21,Dar Es Salaam,Leafy Greens,638.1666667
1766-001-01,2020-21,Dar Es Salaam,Maize (flour),11000
1766-001-01,2020-21,Dar Es Salaam,Pulses,56000
1766-001-01,2020-21,Dar Es Salaam,Rice (husked),31961.36364
1766-001-01,2020-21,Dar Es Salaam,Salt,1000
1766-001-01,2020-21,Dar Es Salaam,Sugar,5600
1766-001-01,2020-21,Dar Es Salaam,Tea (dry),1000
1766-001-01,2020-21,Dar Es Salaam,Vegetables (fresh),9574.285714
1766-001-01,2020-21,Dar Es Salaam,Wheat Flour,10400
1785-001-02,2020-21,Mainland Rural,Bread,1750
1785-001-02,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",600
1785-001-02,2020-21,Mainland Rural,Cassava Fresh,1600
1785-001-02,2020-21,Mainland Rural,Cooking Oil,2500
1785-001-02,2020-21,Mainland Rural,Fish (dried),866.6666667
1785-001-02,2020-21,Mainland Rural,Groundnuts,2000
1785-001-02,2020-21,Mainland Rural,Leafy Greens,1201.602136
1785-001-02,2020-21,Mainland Rural,Local Brews,2000
1785-001-02,2020-21,Mainland Rural,Maize (flour),10000
1785-001-02,2020-21,Mainland Rural,Pulses,3000
1785-001-02,2020-21,Mainland Rural,Ripe Bananas,1750
1785-001-02,2020-21,Mainland Rural,Salt,200
1785-001-02,2020-21,Mainland Rural,Vegetables (fresh),3007.234727
1799-001-01,2020-21,Mainland Rural,Beef,3000
1799-001-01,2020-21,Mainland Rural,Cassava Fresh,900
1799-001-01,2020-21,Mainland Rural,Chicken,4333.333333
1799-001-01,2020-21,Mainland Rural,Cooking Oil,5000
1799-001-01,2020-21,Mainland Rural,Groundnuts,500
1799-001-01,2020-21,Mainland Rural,Irish Potatoes,2000
1799-001-01,2020-21,Mainland Rural,Leafy Greens,2483.311081
1799-001-01,2020-21,Mainland Rural,Maize (flour),18000
1799-001-01,2020-21,Mainland Rural,Milk (fresh),3000
1799-001-01,2020-21,Mainland Rural,Other Fruits,1854.83871
1799-001-01,2020-21,Mainland Rural,Pulses,1762
1799-001-01,2020-21,Mainland Rural,Rice (husked),4200
1799-001-01,2020-21,Mainland Rural,Ripe Bananas,1270
1799-001-01,2020-21,Mainland Rural,Salt,200
1799-001-01,2020-21,Mainland Rural,Soft drinks,2500
1799-001-01,2020-21,Mainland Rural,Sugar,1400
1799-001-01,2020-21,Mainland Rural,Tea (dry),250
1799-001-01,2020-21,Mainland Rural,Vegetables (fresh),2790.713826
1799-001-01,2020-21,Mainland Rural,Wheat Flour,1500
1821-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1500
1821-001-01,2020-21,Mainland Other Urban,Citrus Fruits,700
1821-001-01,2020-21,Mainland Other Urban,Coconuts,1600
1821-001-01,2020-21,Mainland Other Urban,Dairy Products,1400
1821-001-01,2020-21,Mainland Other Urban,Fish (fresh),420
1821-001-01,2020-21,Mainland Other Urban,Irish Potatoes,1000
1821-001-01,2020-21,Mainland Other Urban,Leafy Greens,2831.708185
1821-001-01,2020-21,Mainland Other Urban,Maize (flour),1000
1821-001-01,2020-21,Mainland Other Urban,Milk (fresh),1400
1821-001-01,2020-21,Mainland Other Urban,Other Fruits,2000
1821-001-01,2020-21,Mainland Other Urban,Rice (husked),4500
1821-001-01,2020-21,Mainland Other Urban,Ripe Bananas,1000
1821-001-01,2020-21,Mainland Other Urban,Salt,250
1821-001-01,2020-21,Mainland Other Urban,Soft drinks,2000
1821-001-01,2020-21,Mainland Other Urban,Sugar,2800
1821-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,2202.798576
1821-001-01,2020-21,Mainland Other Urban,Sweets,700
1821-001-01,2020-21,Mainland Other Urban,Tea (dry),120
1821-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),4354.779412
1821-001-01,2020-21,Mainland Other Urban,Wheat Flour,1400
1842-001-01,2020-21,Mainland Rural,Cooking Oil,1250
1842-001-01,2020-21,Mainland Rural,Goat Meat,1500
1842-001-01,2020-21,Mainland Rural,Maize (flour),5000
1842-001-01,2020-21,Mainland Rural,Pulses,1000
1842-001-01,2020-21,Mainland Rural,Rice (husked),700
1842-001-01,2020-21,Mainland Rural,Salt,125
1842-001-01,2020-21,Mainland Rural,Sugar,700
1842-001-01,2020-21,Mainland Rural,Vegetables (fresh),2280.686817
1842-001-01,2020-21,Mainland Rural,Vegetables (preserved),513.3333333
1862-001-01,2020-21,Mainland Rural,Cassava Fresh,1000
1862-001-01,2020-21,Mainland Rural,Cooking Oil,1750
1862-001-01,2020-21,Mainland Rural,Goat Meat,6000
1862-001-01,2020-21,Mainland Rural,Groundnuts,500
1862-001-01,2020-21,Mainland Rural,Leafy Greens,500.6675567
1862-001-01,2020-21,Mainland Rural,"Macaroni, Spaghetti",1222
1862-001-01,2020-21,Mainland Rural,Maize (flour),10000
1862-001-01,2020-21,Mainland Rural,Milk (fresh),3000
1862-001-01,2020-21,Mainland Rural,Pulses,2000
1862-001-01,2020-21,Mainland Rural,Rice (husked),4200
1862-001-01,2020-21,Mainland Rural,Salt,200
1862-001-01,2020-21,Mainland Rural,Tea (dry),420
1862-001-01,2020-21,Mainland Rural,Vegetables (fresh),1617.892283
1862-001-01,2020-21,Mainland Rural,Wheat Flour,10500
1880-001-01,2020-21,Mainland Rural,Beef,6000
1880-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",1075
1880-001-01,2020-21,Mainland Rural,Cassava Fresh,1233
1880-001-01,2020-21,Mainland Rural,Cooking Oil,1250
1880-001-01,2020-21,Mainland Rural,Fish (dried),9822.222222
1880-001-01,2020-21,Mainland Rural,Leafy Greens,1200
1880-001-01,2020-21,Mainland Rural,Maize (flour),6000
1880-001-01,2020-21,Mainland Rural,Rice (husked),4200
1880-001-01,2020-21,Mainland Rural,Salt,250
1880-001-01,2020-21,Mainland Rural,Soft drinks,2000
1880-001-01,2020-21,Mainland Rural,Sugar,1400
1880-001-01,2020-21,Mainland Rural,Vegetables (fresh),2097.846945
1880-001-01,2020-21,Mainland Rural,Vegetables (preserved),1150
1896-001-01,2020-21,Mainland Rural,Bread,2000
1896-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",250
1896-001-01,2020-21,Mainland Rural,Citrus Fruits,441.1396455
1896-001-01,2020-21,Mainland Rural,Cooking Oil,5000
1896-001-01,2020-21,Mainland Rural,Fish (dried),9880
1896-001-01,2020-21,Mainland Rural,Groundnuts,500
1896-001-01,2020-21,Mainland Rural,"Honey, Syrups, etc.",2800
1896-001-01,2020-21,Mainland Rural,Irish Potatoes,1000
1896-001-01,2020-21,Mainland Rural,Leafy Greens,773.8317757
1896-001-01,2020-21,Mainland Rural,Maize (grain),2100
1896-001-01,2020-21,Mainland Rural,"Maize (green, cob)",1500
1896-001-01,2020-21,Mainland Rural,Milk (fresh),1000
1896-001-01,2020-21,Mainland Rural,Other Fruits,3016.129032
1896-001-01,2020-21,Mainland Rural,Plantains,630.99631
1896-001-01,2020-21,Mainland Rural,Pulses,2000
1896-001-01,2020-21,Mainland Rural,Rice (husked),5600
1896-001-01,2020-21,Mainland Rural,Salt,200
1896-001-01,2020-21,Mainland Rural,Sugar,2800
1896-001-01,2020-21,Mainland Rural,Tea (dry),500
1896-001-01,2020-21,Mainland Rural,Vegetables (fresh),2698.090997
1896-001-01,2020-21,Mainland Rural,Yams/Cocoyams,1922.051282
1916-001-01,2020-21,Mainland Other Urban,Cassava Dry/Flour,1350
1916-001-01,2020-21,Mainland Other Urban,Chicken,20000
1916-001-01,2020-21,Mainland Other Urban,Citrus Fruits,388.0024086
1916-001-01,2020-21,Mainland Other Urban,Cooking Oil,875
1916-001-01,2020-21,Mainland Other Urban,Eggs,400
1916-001-01,2020-21,Mainland Other Urban,Fish (fresh),9000
1916-001-01,2020-21,Mainland Other Urban,Groundnuts,714.2857143
1916-001-01,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",375
1916-001-01,2020-21,Mainland Other Urban,Leafy Greens,3101.057149
1916-001-01,2020-21,Mainland Other Urban,Local Brews,1000
1916-001-01,2020-21,Mainland Other Urban,Maize (flour),4000
1916-001-01,2020-21,Mainland Other Urban,Milk (fresh),350
1916-001-01,2020-21,Mainland Other Urban,Millet & Sorghum (flour),4000
1916-001-01,2020-21,Mainland Other Urban,Other Fruits,592.6251097
1916-001-01,2020-21,Mainland Other Urban,Plantains,3333.333333
1916-001-01,2020-21,Mainland Other Urban,Pulses,3000
1916-001-01,2020-21,Mainland Other Urban,Rice (husked),4500
1916-001-01,2020-21,Mainland Other Urban,Ripe Bananas,283.3333333
1916-001-01,2020-21,Mainland Other Urban,Salt,150
1916-001-01,2020-21,Mainland Other Urban,Soft drinks,428.5714286
1916-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),4417.892157
1935-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,2100
1935-001-01,2020-21,Mainland Rural,Cassava Fresh,750
1935-001-01,2020-21,Mainland Rural,Cooking Oil,1500
1935-001-01,2020-21,Mainland Rural,Groundnuts,1500
1935-001-01,2020-21,Mainland Rural,Leafy Greens,2403.204272
1935-001-01,2020-21,Mainland Rural,Maize (flour),10500
1935-001-01,2020-21,Mainland Rural,"Maize (green, cob)",555.5555556
1935-001-01,2020-21,Mainland Rural,Milk (fresh),1000
1935-001-01,2020-21,Mainland Rural,Other Fruits,403.2258065
1935-001-01,2020-21,Mainland Rural,Other Spices,1518.987342
1935-001-01,2020-21,Mainland Rural,Pulses,500
1935-001-01,2020-21,Mainland Rural,Salt,200
1935-001-01,2020-21,Mainland Rural,Sugar,1400
1935-001-01,2020-21,Mainland Rural,Sweet Potatoes,947.2188995
1935-001-01,2020-21,Mainland Rural,Vegetables (fresh),1082.604502
1935-001-01,2020-21,Mainland Rural,Vegetables (preserved),1666.666667
1952-001-02,2020-21,Mainland Rural,Cassava Dry/Flour,700
1952-001-02,2020-21,Mainland Rural,Cooking Oil,1250
1952-001-02,2020-21,Mainland Rural,Fish (fresh),28583.33333
1952-001-02,2020-21,Mainland Rural,Maize (flour),7000
1952-001-02,2020-21,Mainland Rural,Rice (husked),2800
1952-001-02,2020-21,Mainland Rural,Salt,250
1952-001-02,2020-21,Mainland Rural,Sugar,700
1952-001-02,2020-21,Mainland Rural,Vegetables (fresh),2285.498392
1974-001-01,2020-21,Mainland Rural,Cooking Oil,1750
1974-001-01,2020-21,Mainland Rural,Goat Meat,6000
1974-001-01,2020-21,Mainland Rural,Leafy Greens,1281.708945
1974-001-01,2020-21,Mainland Rural,Maize (flour),7000
1974-001-01,2020-21,Mainland Rural,Pulses,2000
1974-001-01,2020-21,Mainland Rural,Salt,250
1974-001-01,2020-21,Mainland Rural,Vegetables (fresh),3849.26045
1992-001-01,2020-21,Mainland Other Urban,Beef,7000
1992-001-01,2020-21,Mainland Other Urban,Bread,2333.722287
1992-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",1899.183673
1992-001-01,2020-21,Mainland Other Urban,Cassava Fresh,891.8
1992-001-01,2020-21,Mainland Other Urban,Chicken,10000
1992-001-01,2020-21,Mainland Other Urban,Citrus Fruits,480.1529806
1992-001-01,2020-21,Mainland Other Urban,Cooking Oil,2500
1992-001-01,2020-21,Mainland Other Urban,Dairy Products,1400
1992-001-01,2020-21,Mainland Other Urban,Eggs,1600
1992-001-01,2020-21,Mainland Other Urban,Fish (fresh),9000
1992-001-01,2020-21,Mainland Other Urban,Groundnuts,2857.142857
1992-001-01,2020-21,Mainland Other Urban,"Honey, Syrups, etc.",1250
1992-001-01,2020-21,Mainland Other Urban,Irish Potatoes,1999
1992-001-01,2020-21,Mainland Other Urban,Leafy Greens,672.4863931
1992-001-01,2020-21,Mainland Other Urban,Maize (flour),3000
1992-001-01,2020-21,Mainland Other Urban,"Maize (green, cob)",1250
1992-001-01,2020-21,Mainland Other Urban,Millet & Sorghum (flour),2000
1992-001-01,2020-21,Mainland Other Urban,Other Fruits,3373.222125
1992-001-01,2020-21,Mainland Other Urban,Pork,6000
1992-001-01,2020-21,Mainland Other Urban,Pulses,6000
1992-001-01,2020-21,Mainland Other Urban,Rice (husked),4500
1992-001-01,2020-21,Mainland Other Urban,Ripe Bananas,825.8333333
1992-001-01,2020-21,Mainland Other Urban,Salt,125
1992-001-01,2020-21,Mainland Other Urban,Soft drinks,1500
1992-001-01,2020-21,Mainland Other Urban,Sugar,2800
1992-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,1546.223433
1992-001-01,2020-21,Mainland Other Urban,Tea (dry),630
1992-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),3723.651961
1992-001-01,2020-21,Mainland Other Urban,Wheat Flour,1400
2011-001-01,2020-21,Mainland Rural,Beef,12000
2011-001-01,2020-21,Mainland Rural,Bottled Beer,1750
2011-001-01,2020-21,Mainland Rural,Bread,2100
2011-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",1875
2011-001-01,2020-21,Mainland Rural,Citrus Fruits,3828.759187
2011-001-01,2020-21,Mainland Rural,Cooking Oil,3750
2011-001-01,2020-21,Mainland Rural,Dairy Products,2000
2011-001-01,2020-21,Mainland Rural,Fish (dried),2137.777778
2011-001-01,2020-21,Mainland Rural,Goat Meat,6000
2011-001-01,2020-21,Mainland Rural,Groundnuts,2000
2011-001-01,2020-21,Mainland Rural,"Honey, Syrups, etc.",840
2011-001-01,2020-21,Mainland Rural,Irish Potatoes,2000
2011-001-01,2020-21,Mainland Rural,Leafy Greens,480.6408545
2011-001-01,2020-21,Mainland Rural,Local Brews,1500
2011-001-01,2020-21,Mainland Rural,"Macaroni, Spaghetti",1300
2011-001-01,2020-21,Mainland Rural,Maize (flour),12000
2011-001-01,2020-21,Mainland Rural,Maize (grain),700
2011-001-01,2020-21,Mainland Rural,"Maize (green, cob)",2666.666667
2011-001-01,2020-21,Mainland Rural,Milk (fresh),2000
2011-001-01,2020-21,Mainland Rural,Pork,5000
2011-001-01,2020-21,Mainland Rural,Pulses,6000
2011-001-01,2020-21,Mainland Rural,Rice (husked),4200
2011-001-01,2020-21,Mainland Rural,Salt,300
2011-001-01,2020-21,Mainland Rural,Soft drinks,2857.142857
2011-001-01,2020-21,Mainland Rural,Sugar,2800
2011-001-01,2020-21,Mainland Rural,Sweet Potatoes,5683.313397
2011-001-01,2020-21,Mainland Rural,Sweets,450
2011-001-01,2020-21,Mainland Rural,Tea (dry),210
2011-001-01,2020-21,Mainland Rural,Vegetables (fresh),1443.472669
2051-001-01,2020-21,Mainland Rural,Beef,3000
2051-001-01,2020-21,Mainland Rural,Cooking Oil,2500
2051-001-01,2020-21,Mainland Rural,Eggs,600
2051-001-01,2020-21,Mainland Rural,Goat Meat,3000
2051-001-01,2020-21,Mainland Rural,Groundnuts,140
2051-001-01,2020-21,Mainland Rural,Irish Potatoes,1400
2051-001-01,2020-21,Mainland Rural,Leafy Greens,2242.990654
2051-001-01,2020-21,Mainland Rural,Local Brews,7000
2051-001-01,2020-21,Mainland Rural,Maize (flour),11200
2051-001-01,2020-21,Mainland Rural,Pork,1250
2051-001-01,2020-21,Mainland Rural,Pulses,1500
2051-001-01,2020-21,Mainland Rural,Salt,250
2051-001-01,2020-21,Mainland Rural,Sugar,2800
2051-001-01,2020-21,Mainland Rural,Sweet Potatoes,710.4141746
2051-001-01,2020-21,Mainland Rural,Tea (dry),100
2051-001-01,2020-21,Mainland Rural,Vegetables (fresh),2598.250804
2067-001-01,2020-21,Mainland Rural,Cassava Fresh,2832
2067-001-01,2020-21,Mainland Rural,Cooking Oil,5000
2067-001-01,2020-21,Mainland Rural,Leafy Greens,1270.493992
2067-001-01,2020-21,Mainland Rural,"Maize (green, cob)",4516.666667
2067-001-01,2020-21,Mainland Rural,Other Fruits,464.516129
2067-001-01,2020-21,Mainland Rural,Plantains,16605.16605
2067-001-01,2020-21,Mainland Rural,Pulses,14000
2067-001-01,2020-21,Mainland Rural,Salt,1000
2067-001-01,2020-21,Mainland Rural,Tea (dry),3000
2067-001-01,2020-21,Mainland Rural,Vegetables (fresh),3007234.727
2067-001-01,2020-21,Mainland Rural,Yams/Cocoyams,4410.25641
2102-001-01,2020-21,Mainland Rural,Cassava Fresh,2008.5
2102-001-01,2020-21,Mainland Rural,Cooking Oil,500
2102-001-01,2020-21,Mainland Rural,Leafy Greens,544.7263017
2102-001-01,2020-21,Mainland Rural,"Maize (green, cob)",8888.888889
2102-001-01,2020-21,Mainland Rural,Plantains,14413.28413
2102-001-01,2020-21,Mainland Rural,Pulses,7000
2102-001-01,2020-21,Mainland Rural,Salt,500
2102-001-01,2020-21,Mainland Rural,Sugar,700
2123-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,9189.6
2123-001-01,2020-21,Mainland Rural,Cassava Fresh,993
2123-001-01,2020-21,Mainland Rural,Coffee & Cocoa,500
2123-001-01,2020-21,Mainland Rural,Cooking Oil,875
2123-001-01,2020-21,Mainland Rural,Fish (fresh),370.8333333
2123-001-01,2020-21,Mainland Rural,Leafy Greens,2019.492657
2123-001-01,2020-21,Mainland Rural,Other Fruits,656.4516129
2123-001-01,2020-21,Mainland Rural,Plantains,23956.82657
2123-001-01,2020-21,Mainland Rural,Sugarcane,2689.768421
2123-001-01,2020-21,Mainland Rural,Sweet Potatoes,10386.72884
2123-001-01,2020-21,Mainland Rural,Vegetables (fresh),677.2292605
2123-001-01,2020-21,Mainland Rural,Yams/Cocoyams,20371.28205
2147-001-01,2020-21,Mainland Rural,Cassava Dry/Flour,19656.7
2147-001-01,2020-21,Mainland Rural,Cassava Fresh,5681
2147-001-01,2020-21,Mainland Rural,Cooking Oil,440
2147-001-01,2020-21,Mainland Rural,Fish (fresh),5583.333333
2147-001-01,2020-21,Mainland Rural,Leafy Greens,4232.843792
2147-001-01,2020-21,Mainland Rural,Maize (flour),2000
2147-001-01,2020-21,Mainland Rural,Other Fruits,3861.290323
2147-001-01,2020-21,Mainland Rural,Plantains,25738.00738
2147-001-01,2020-21,Mainland Rural,Pulses,2000
2147-001-01,2020-21,Mainland Rural,Ripe Bananas,3630
2147-001-01,2020-21,Mainland Rural,Salt,450
2147-001-01,2020-21,Mainland Rural,Sugar,8400
2147-001-01,2020-21,Mainland Rural,Vegetables (fresh),768.6491961
2166-001-01,2020-21,Mainland Rural,Beef,6000
2166-001-01,2020-21,Mainland Rural,Cooking Oil,2500
2166-001-01,2020-21,Mainland Rural,Fish (fresh),4166.666667
2166-001-01,2020-21,Mainland Rural,Goat Meat,6000
2166-001-01,2020-21,Mainland Rural,Leafy Greens,446.9959947
2166-001-01,2020-21,Mainland Rural,"Maize (green, cob)",44.44444444
2166-001-01,2020-21,Mainland Rural,Milk (fresh),2000
2166-001-01,2020-21,Mainland Rural,Other Fruits,1508.064516
2166-001-01,2020-21,Mainland Rural,Plantains,11070.1107
2166-001-01,2020-21,Mainland Rural,Pork,5000
2166-001-01,2020-21,Mainland Rural,Pulses,4000
2166-001-01,2020-21,Mainland Rural,Ripe Bananas,25000
2166-001-01,2020-21,Mainland Rural,Salt,176
2166-001-01,2020-21,Mainland Rural,Sugar,1400
2166-001-01,2020-21,Mainland Rural,Vegetables (fresh),599.0411576
2166-001-01,2020-21,Mainland Rural,Yams/Cocoyams,646.1538462
2185-001-01,2020-21,Mainland Rural,Cooking Oil,1250
2185-001-01,2020-21,Mainland Rural,Eggs,3000
2185-001-01,2020-21,Mainland Rural,Fish (fresh),4000
2185-001-01,2020-21,Mainland Rural,Goat Meat,6000
2185-001-01,2020-21,Mainland Rural,Groundnuts,2000
2185-001-01,2020-21,Mainland Rural,Leafy Greens,769.0253672
2185-001-01,2020-21,Mainland Rural,Maize (flour),4000
2185-001-01,2020-21,Mainland Rural,"Maize (green, cob)",1080
2185-001-01,2020-21,Mainland Rural,Milk (fresh),5000
2185-001-01,2020-21,Mainland Rural,Plantains,9298.892989
2185-001-01,2020-21,Mainland Rural,Pulses,7000
2185-001-01,2020-21,Mainland Rural,Rice (husked),4200
2185-001-01,2020-21,Mainland Rural,Salt,200
2185-001-01,2020-21,Mainland Rural,Sugar,4200
2185-001-01,2020-21,Mainland Rural,Tea (dry),200
2185-001-01,2020-21,Mainland Rural,Vegetables (fresh),1174.024437
2185-001-01,2020-21,Mainland Rural,Vegetables (preserved),833.3333333
2218-001-01,2020-21,Mainland Rural,Cooking Oil,1250
2218-001-01,2020-21,Mainland Rural,Fish (fresh),416.6666667
2218-001-01,2020-21,Mainland Rural,Leafy Greens,2403.204272
2218-001-01,2020-21,Mainland Rural,Local Brews,2500
2218-001-01,2020-21,Mainland Rural,Maize (flour),2000
2218-001-01,2020-21,Mainland Rural,Plantains,5535.055351
2218-001-01,2020-21,Mainland Rural,Pulses,4000
2218-001-01,2020-21,Mainland Rural,Salt,200
2218-001-01,2020-21,Mainland Rural,Soft drinks,857.1428571
2218-001-01,2020-21,Mainland Rural,Vegetables (fresh),1202.893891
2218-001-01,2020-21,Mainland Rural,Yams/Cocoyams,6153.846154
2235-001-01,2020-21,Mainland Rural,Cassava Fresh,1000
2235-001-01,2020-21,Mainland Rural,Coffee & Cocoa,500
2235-001-01,2020-21,Mainland Rural,Cooking Oil,2500
2235-001-01,2020-21,Mainland Rural,Eggs,3600
2235-001-01,2020-21,Mainland Rural,Fish (fresh),2083.333333
2235-001-01,2020-21,Mainland Rural,Leafy Greens,801.0680908
2235-001-01,2020-21,Mainland Rural,"Maize (green, cob)",200
2235-001-01,2020-21,Mainland Rural,Other Fruits,1693.548387
2235-001-01,2020-21,Mainland Rural,Plantains,44.2804428
2235-001-01,2020-21,Mainland Rural,Pulses,6000
2235-001-01,2020-21,Mainland Rural,Ripe Bananas,1350
2235-001-01,2020-21,Mainland Rural,Salt,500
2235-001-01,2020-21,Mainland Rural,Sugar,2800
2235-001-01,2020-21,Mainland Rural,Vegetables (fresh),962.3151125
2235-001-01,2020-21,Mainland Rural,Yams/Cocoyams,2051.282051
2257-001-01,2020-21,Mainland Rural,Cassava Fresh,4000
2257-001-01,2020-21,Mainland Rural,Cooking Oil,4500
2257-001-01,2020-21,Mainland Rural,Fish (dried),1733.333333
2257-001-01,2020-21,Mainland Rural,Irish Potatoes,9000
2257-001-01,2020-21,Mainland Rural,Leafy Greens,2899.866489
2257-001-01,2020-21,Mainland Rural,"Maize (green, cob)",13888.88889
2257-001-01,2020-21,Mainland Rural,Other Fruits,3387.096774
2257-001-01,2020-21,Mainland Rural,Plantains,46494.46494
2257-001-01,2020-21,Mainland Rural,Pulses,14000
2257-001-01,2020-21,Mainland Rural,Rice (husked),2800
2257-001-01,2020-21,Mainland Rural,Salt,500
2257-001-01,2020-21,Mainland Rural,Sweet Potatoes,5683.313397
2257-001-01,2020-21,Mainland Rural,Vegetables (fresh),5557.369775
